TYPECOM,COM,REG,DEP,TNCC,NCC,NCCENR,LIBELLE
COM,10291,44,10,0,PLESSIS BARBUISE,Plessis-Barbuise,Plessis-Barbuise
COM,10293,44,10,0,POIVRES,Poivres,Poivres
COM,10294,44,10,0,POLIGNY,Poligny,Poligny
COM,10295,44,10,0,POLISOT,Polisot,Polisot
COM,10296,44,10,0,POLISY,Polisy,Polisy
COM,10297,44,10,0,PONT SAINTE MARIE,Pont-Sainte-Marie,Pont-Sainte-Marie
COM,10298,44,10,0,PONT SUR SEINE,Pont-sur-Seine,Pont-sur-Seine
COM,10299,44,10,0,POUAN LES VALLEES,Pouan-les-Vallées,Pouan-les-Vallées
COM,10300,44,10,0,POUGY,Pougy,Pougy
COM,10301,44,10,0,POUY SUR VANNES,Pouy-sur-Vannes,Pouy-sur-Vannes
COM,10302,44,10,0,PRASLIN,Praslin,Praslin
COM,10303,44,10,0,PRECY NOTRE DAME,Précy-Notre-Dame,Précy-Notre-Dame
COM,10304,44,10,0,PRECY SAINT MARTIN,Précy-Saint-Martin,Précy-Saint-Martin
COM,10305,44,10,0,PREMIERFAIT,Prémierfait,Prémierfait
COM,10306,44,10,0,PROVERVILLE,Proverville,Proverville
COM,10307,44,10,0,PRUGNY,Prugny,Prugny
COM,10308,44,10,0,PRUNAY BELLEVILLE,Prunay-Belleville,Prunay-Belleville
COM,10309,44,10,0,PRUSY,Prusy,Prusy
COM,10310,44,10,0,PUITS ET NUISEMENT,Puits-et-Nuisement,Puits-et-Nuisement
COMA,10311,,,0,QUINCEY,Quincey,Quincey
COM,10312,44,10,0,RACINES,Racines,Racines
COM,10313,44,10,0,RADONVILLIERS,Radonvilliers,Radonvilliers
COM,10314,44,10,0,RAMERUPT,Ramerupt,Ramerupt
COM,10315,44,10,0,RANCES,Rances,Rances
COM,10316,44,10,0,RHEGES,Rhèges,Rhèges
COM,10317,44,10,4,RICEYS,Riceys,Les Riceys
COM,10318,44,10,0,RIGNY LA NONNEUSE,Rigny-la-Nonneuse,Rigny-la-Nonneuse
COM,10319,44,10,0,RIGNY LE FERRON,Rigny-le-Ferron,Rigny-le-Ferron
COM,10320,44,10,0,RILLY SAINTE SYRE,Rilly-Sainte-Syre,Rilly-Sainte-Syre
COM,10321,44,10,3,RIVIERE DE CORPS,Rivière-de-Corps,La Rivière-de-Corps
COM,10323,44,10,0,ROMILLY SUR SEINE,Romilly-sur-Seine,Romilly-sur-Seine
COM,10324,44,10,0,RONCENAY,Roncenay,Roncenay
COM,10325,44,10,0,ROSIERES PRES TROYES,Rosières-près-Troyes,Rosières-près-Troyes
COM,10326,44,10,0,ROSNAY L HOPITAL,Rosnay-l'Hôpital,Rosnay-l'Hôpital
COM,10327,44,10,3,ROTHIERE,Rothière,La Rothière
COM,10328,44,10,0,ROUILLY SACEY,Rouilly-Sacey,Rouilly-Sacey
COM,10329,44,10,0,ROUILLY SAINT LOUP,Rouilly-Saint-Loup,Rouilly-Saint-Loup
COM,10330,44,10,0,ROUVRES LES VIGNES,Rouvres-les-Vignes,Rouvres-les-Vignes
COM,10331,44,10,0,RUMILLY LES VAUDES,Rumilly-lès-Vaudes,Rumilly-lès-Vaudes
COM,10332,44,10,0,RUVIGNY,Ruvigny,Ruvigny
COM,10333,44,10,0,SAINT ANDRE LES VERGERS,Saint-André-les-Vergers,Saint-André-les-Vergers
COM,10334,44,10,0,SAINT AUBIN,Saint-Aubin,Saint-Aubin
COM,10335,44,10,0,SAINT BENOIST SUR VANNE,Saint-Benoist-sur-Vanne,Saint-Benoist-sur-Vanne
COM,10336,44,10,0,SAINT BENOIT SUR SEINE,Saint-Benoît-sur-Seine,Saint-Benoît-sur-Seine
COM,10337,44,10,0,SAINT CHRISTOPHE DODINICOURT,Saint-Christophe-Dodinicourt,Saint-Christophe-Dodinicourt
COM,10338,44,10,0,SAINT ETIENNE SOUS BARBUISE,Saint-Étienne-sous-Barbuise,Saint-Étienne-sous-Barbuise
COM,10339,44,10,0,SAINT FLAVY,Saint-Flavy,Saint-Flavy
COM,10340,44,10,0,SAINT GERMAIN,Saint-Germain,Saint-Germain
COM,10341,44,10,0,SAINT HILAIRE SOUS ROMILLY,Saint-Hilaire-sous-Romilly,Saint-Hilaire-sous-Romilly
COM,10342,44,10,0,SAINT JEAN DE BONNEVAL,Saint-Jean-de-Bonneval,Saint-Jean-de-Bonneval
COM,10343,44,10,0,SAINT JULIEN LES VILLAS,Saint-Julien-les-Villas,Saint-Julien-les-Villas
COM,10344,44,10,0,SAINT LEGER PRES TROYES,Saint-Léger-près-Troyes,Saint-Léger-près-Troyes
COM,10345,44,10,0,SAINT LEGER SOUS BRIENNE,Saint-Léger-sous-Brienne,Saint-Léger-sous-Brienne
COM,10346,44,10,0,SAINT LEGER SOUS MARGERIE,Saint-Léger-sous-Margerie,Saint-Léger-sous-Margerie
COM,10347,44,10,0,SAINT LOUP DE BUFFIGNY,Saint-Loup-de-Buffigny,Saint-Loup-de-Buffigny
COM,10348,44,10,0,SAINT LUPIEN,Saint-Lupien,Saint-Lupien
COM,10349,44,10,0,SAINT LYE,Saint-Lyé,Saint-Lyé
COM,10350,44,10,0,SAINT MARDS EN OTHE,Saint-Mards-en-Othe,Saint-Mards-en-Othe
COM,10351,44,10,0,SAINT MARTIN DE BOSSENAY,Saint-Martin-de-Bossenay,Saint-Martin-de-Bossenay
COM,10352,44,10,0,SAINTE MAURE,Sainte-Maure,Sainte-Maure
COM,10353,44,10,0,SAINT MESMIN,Saint-Mesmin,Saint-Mesmin
COM,10354,44,10,0,SAINT NABORD SUR AUBE,Saint-Nabord-sur-Aube,Saint-Nabord-sur-Aube
COM,10355,44,10,0,SAINT NICOLAS LA CHAPELLE,Saint-Nicolas-la-Chapelle,Saint-Nicolas-la-Chapelle
COM,10356,44,10,0,SAINT OULPH,Saint-Oulph,Saint-Oulph
COM,10357,44,10,0,SAINT PARRES AUX TERTRES,Saint-Parres-aux-Tertres,Saint-Parres-aux-Tertres
COM,10358,44,10,0,SAINT PARRES LES VAUDES,Saint-Parres-lès-Vaudes,Saint-Parres-lès-Vaudes
COM,10359,44,10,0,SAINT PHAL,Saint-Phal,Saint-Phal
COM,10360,44,10,0,SAINT POUANGE,Saint-Pouange,Saint-Pouange
COM,10361,44,10,0,SAINT REMY SOUS BARBUISE,Saint-Remy-sous-Barbuise,Saint-Remy-sous-Barbuise
COM,10362,44,10,0,SAINTE SAVINE,Sainte-Savine,Sainte-Savine
COM,10363,44,10,0,SAINT THIBAULT,Saint-Thibault,Saint-Thibault
COM,10364,44,10,0,SAINT USAGE,Saint-Usage,Saint-Usage
COM,10365,44,10,0,SALON,Salon,Salon
COM,10366,44,10,0,SAULCY,Saulcy,Saulcy
COM,10367,44,10,3,SAULSOTTE,Saulsotte,La Saulsotte
COM,10368,44,10,0,SAVIERES,Savières,Savières
COM,10369,44,10,0,SEMOINE,Semoine,Semoine
COM,10370,44,10,0,SOLIGNY LES ETANGS,Soligny-les-Étangs,Soligny-les-Étangs
COM,10371,44,10,0,SOMMEVAL,Sommeval,Sommeval
COM,10372,44,10,0,SOULAINES DHUYS,Soulaines-Dhuys,Soulaines-Dhuys
COM,10373,44,10,0,SOULIGNY,Souligny,Souligny
COM,10374,44,10,0,SPOY,Spoy,Spoy
COM,10375,44,10,0,THENNELIERES,Thennelières,Thennelières
COM,10376,44,10,0,THIEFFRAIN,Thieffrain,Thieffrain
COM,10377,44,10,0,THIL,Thil,Thil
COM,10378,44,10,0,THORS,Thors,Thors
COM,10379,44,10,0,TORCY LE GRAND,Torcy-le-Grand,Torcy-le-Grand
COM,10380,44,10,0,TORCY LE PETIT,Torcy-le-Petit,Torcy-le-Petit
COM,10381,44,10,0,TORVILLIERS,Torvilliers,Torvilliers
COM,10382,44,10,0,TRAINEL,Traînel,Traînel
COM,10383,44,10,0,TRANCAULT,Trancault,Trancault
COM,10384,44,10,0,TRANNES,Trannes,Trannes
COM,10386,44,10,0,TROUANS,Trouans,Trouans
COM,10387,44,10,0,TROYES,Troyes,Troyes
COM,10388,44,10,0,TURGY,Turgy,Turgy
COM,10389,44,10,1,UNIENVILLE,Unienville,Unienville
COM,10390,44,10,1,URVILLE,Urville,Urville
COM,10391,44,10,0,VAILLY,Vailly,Vailly
COM,10392,44,10,0,VALLANT SAINT GEORGES,Vallant-Saint-Georges,Vallant-Saint-Georges
COM,10393,44,10,0,VALLENTIGNY,Vallentigny,Vallentigny
COM,10394,44,10,0,VALLIERES,Vallières,Vallières
COM,10395,44,10,0,VANLAY,Vanlay,Vanlay
COM,10396,44,10,0,VAUCHASSIS,Vauchassis,Vauchassis
COM,10397,44,10,0,VAUCHONVILLIERS,Vauchonvilliers,Vauchonvilliers
COM,10398,44,10,0,VAUCOGNE,Vaucogne,Vaucogne
COM,10399,44,10,0,VAUDES,Vaudes,Vaudes
COM,10400,44,10,0,VAUPOISSON,Vaupoisson,Vaupoisson
COM,10401,44,10,0,VENDEUVRE SUR BARSE,Vendeuvre-sur-Barse,Vendeuvre-sur-Barse
COM,10402,44,10,3,VENDUE MIGNOT,Vendue-Mignot,La Vendue-Mignot
COM,10403,44,10,0,VERNONVILLIERS,Vernonvilliers,Vernonvilliers
COM,10404,44,10,0,VERPILLIERES SUR OURCE,Verpillières-sur-Ource,Verpillières-sur-Ource
COM,10405,44,10,0,VERRICOURT,Verricourt,Verricourt
COM,10406,44,10,0,VERRIERES,Verrières,Verrières
COM,10408,44,10,0,VIAPRES LE PETIT,Viâpres-le-Petit,Viâpres-le-Petit
COM,10409,44,10,0,VILLACERF,Villacerf,Villacerf
COM,10410,44,10,0,VILLADIN,Villadin,Villadin
COM,10411,44,10,3,VILLE AUX BOIS,Ville-aux-Bois,La Ville-aux-Bois
COM,10412,44,10,0,VILLECHETIF,Villechétif,Villechétif
COM,10414,44,10,0,VILLELOUP,Villeloup,Villeloup
COMD,10415,,,0,VILLEMAUR SUR VANNE,Villemaur-sur-Vanne,Villemaur-sur-Vanne
COM,10416,44,10,0,VILLEMEREUIL,Villemereuil,Villemereuil
COM,10417,44,10,0,VILLEMOIRON EN OTHE,Villemoiron-en-Othe,Villemoiron-en-Othe
COM,10418,44,10,0,VILLEMORIEN,Villemorien,Villemorien
COM,10419,44,10,0,VILLEMOYENNE,Villemoyenne,Villemoyenne
COM,10420,44,10,0,VILLENAUXE LA GRANDE,Villenauxe-la-Grande,Villenauxe-la-Grande
COM,10421,44,10,3,VILLENEUVE AU CHATELOT,Villeneuve-au-Châtelot,La Villeneuve-au-Châtelot
COM,10422,44,10,0,VILLENEUVE AU CHEMIN,Villeneuve-au-Chemin,Villeneuve-au-Chemin
COM,10423,44,10,3,VILLENEUVE AU CHENE,Villeneuve-au-Chêne,La Villeneuve-au-Chêne
COM,10424,44,10,0,VILLERET,Villeret,Villeret
COM,10425,44,10,0,VILLERY,Villery,Villery
COM,10426,44,10,0,VILLE SOUS LA FERTE,Ville-sous-la-Ferté,Ville-sous-la-Ferté
COM,10427,44,10,0,VILLE SUR ARCE,Ville-sur-Arce,Ville-sur-Arce
COM,10428,44,10,0,VILLE SUR TERRE,Ville-sur-Terre,Ville-sur-Terre
COM,10429,44,10,0,VILLETTE SUR AUBE,Villette-sur-Aube,Villette-sur-Aube
COM,10430,44,10,0,VILLIERS HERBISSE,Villiers-Herbisse,Villiers-Herbisse
COM,10431,44,10,0,VILLIERS LE BOIS,Villiers-le-Bois,Villiers-le-Bois
COM,10432,44,10,0,VILLIERS SOUS PRASLIN,Villiers-sous-Praslin,Villiers-sous-Praslin
COM,10433,44,10,0,VILLY EN TRODES,Villy-en-Trodes,Villy-en-Trodes
COM,10434,44,10,0,VILLY LE BOIS,Villy-le-Bois,Villy-le-Bois
COM,10435,44,10,0,VILLY LE MARECHAL,Villy-le-Maréchal,Villy-le-Maréchal
COM,10436,44,10,0,VINETS,Vinets,Vinets
COM,10437,44,10,0,VIREY SOUS BAR,Virey-sous-Bar,Virey-sous-Bar
COM,10438,44,10,0,VITRY LE CROISE,Vitry-le-Croisé,Vitry-le-Croisé
COM,10439,44,10,0,VIVIERS SUR ARTAUT,Viviers-sur-Artaut,Viviers-sur-Artaut
COM,10440,44,10,0,VOIGNY,Voigny,Voigny
COM,10441,44,10,0,VOSNON,Vosnon,Vosnon
COM,10442,44,10,0,VOUE,Voué,Voué
COM,10443,44,10,0,VOUGREY,Vougrey,Vougrey
COM,10444,44,10,0,VULAINES,Vulaines,Vulaines
COM,10445,44,10,1,YEVRES LE PETIT,Yèvres-le-Petit,Yèvres-le-Petit
COM,11001,76,11,1,AIGUES VIVES,Aigues-Vives,Aigues-Vives
COM,11002,76,11,1,AIROUX,Airoux,Airoux
COM,11003,76,11,1,AJAC,Ajac,Ajac
COM,11004,76,11,1,ALAIGNE,Alaigne,Alaigne
COM,11005,76,11,1,ALAIRAC,Alairac,Alairac
COM,11006,76,11,1,ALBAS,Albas,Albas
COM,11007,76,11,1,ALBIERES,Albières,Albières
COM,11008,76,11,1,ALET LES BAINS,Alet-les-Bains,Alet-les-Bains
COM,11009,76,11,1,ALZONNE,Alzonne,Alzonne
COM,11010,76,11,1,ANTUGNAC,Antugnac,Antugnac
COM,11011,76,11,1,ARAGON,Aragon,Aragon
COM,11012,76,11,1,ARGELIERS,Argeliers,Argeliers
COM,11013,76,11,1,ARGENS MINERVOIS,Argens-Minervois,Argens-Minervois
COM,11014,76,11,1,ARMISSAN,Armissan,Armissan
COM,11015,76,11,1,ARQUES,Arques,Arques
COM,11016,76,11,1,ARQUETTES EN VAL,Arquettes-en-Val,Arquettes-en-Val
COM,11017,76,11,1,ARTIGUES,Artigues,Artigues
COM,11018,76,11,1,ARZENS,Arzens,Arzens
COM,11019,76,11,1,AUNAT,Aunat,Aunat
COM,11020,76,11,1,AURIAC,Auriac,Auriac
COM,11021,76,11,1,AXAT,Axat,Axat
COM,11022,76,11,1,AZILLE,Azille,Azille
COM,11023,76,11,0,BADENS,Badens,Badens
COM,11024,76,11,0,BAGES,Bages,Bages
COM,11025,76,11,0,BAGNOLES,Bagnoles,Bagnoles
COM,11026,76,11,0,BARAIGNE,Baraigne,Baraigne
COM,11027,76,11,0,BARBAIRA,Barbaira,Barbaira
COM,11028,76,11,0,BELCAIRE,Belcaire,Belcaire
COM,11029,76,11,0,BELCASTEL ET BUC,Belcastel-et-Buc,Belcastel-et-Buc
COM,11030,76,11,0,BELFLOU,Belflou,Belflou
COM,11031,76,11,0,BELFORT SUR REBENTY,Belfort-sur-Rebenty,Belfort-sur-Rebenty
COM,11032,76,11,0,BELLEGARDE DU RAZES,Bellegarde-du-Razès,Bellegarde-du-Razès
COM,11033,76,11,0,BELPECH,Belpech,Belpech
COM,11034,76,11,0,BELVEZE DU RAZES,Belvèze-du-Razès,Belvèze-du-Razès
COM,11035,76,11,0,BELVIANES ET CAVIRAC,Belvianes-et-Cavirac,Belvianes-et-Cavirac
COM,11036,76,11,0,BELVIS,Belvis,Belvis
COM,11037,76,11,0,BERRIAC,Berriac,Berriac
COM,11038,76,11,0,BESSEDE DE SAULT,Bessède-de-Sault,Bessède-de-Sault
COM,11039,76,11,3,BEZOLE,Bezole,La Bezole
COM,11040,76,11,0,BIZANET,Bizanet,Bizanet
COM,11041,76,11,0,BIZE MINERVOIS,Bize-Minervois,Bize-Minervois
COM,11042,76,11,0,BLOMAC,Blomac,Blomac
COM,11043,76,11,0,BOUILHONNAC,Bouilhonnac,Bouilhonnac
COM,11044,76,11,0,BOUISSE,Bouisse,Bouisse
COM,11045,76,11,0,BOURIEGE,Bouriège,Bouriège
COM,11046,76,11,0,BOURIGEOLE,Bourigeole,Bourigeole
COM,11047,76,11,2,BOUSQUET,Bousquet,Le Bousquet
COM,11048,76,11,0,BOUTENAC,Boutenac,Boutenac
COM,11049,76,11,0,BRAM,Bram,Bram
COMD,11050,,,0,BRENAC,Brenac,Brenac
COM,11051,76,11,0,BREZILHAC,Brézilhac,Brézilhac
COM,11052,76,11,0,BROUSSES ET VILLARET,Brousses-et-Villaret,Brousses-et-Villaret
COM,11053,76,11,0,BRUGAIROLLES,Brugairolles,Brugairolles
COM,11054,76,11,4,BRUNELS,Brunels,Les Brunels
COM,11055,76,11,0,BUGARACH,Bugarach,Bugarach
COM,11056,76,11,0,CABRESPINE,Cabrespine,Cabrespine
COM,11057,76,11,0,CAHUZAC,Cahuzac,Cahuzac
COM,11058,76,11,0,CAILHAU,Cailhau,Cailhau
COM,11059,76,11,0,CAILHAVEL,Cailhavel,Cailhavel
COM,11060,76,11,0,CAILLA,Cailla,Cailla
COM,11061,76,11,0,CAMBIEURE,Cambieure,Cambieure
COM,11062,76,11,0,CAMPAGNA DE SAULT,Campagna-de-Sault,Campagna-de-Sault
COM,11063,76,11,0,CAMPAGNE SUR AUDE,Campagne-sur-Aude,Campagne-sur-Aude
COM,11064,76,11,0,CAMPLONG D AUDE,Camplong-d'Aude,Camplong-d'Aude
COM,11065,76,11,0,CAMPS SUR L AGLY,Camps-sur-l'Agly,Camps-sur-l'Agly
COM,11066,76,11,0,CAMURAC,Camurac,Camurac
COM,11067,76,11,0,CANET,Canet,Canet
COM,11068,76,11,0,CAPENDU,Capendu,Capendu
COM,11069,76,11,0,CARCASSONNE,Carcassonne,Carcassonne
COM,11070,76,11,0,CARLIPA,Carlipa,Carlipa
COM,11071,76,11,0,CASCASTEL DES CORBIERES,Cascastel-des-Corbières,Cascastel-des-Corbières
COM,11072,76,11,3,CASSAIGNE,Cassaigne,La Cassaigne
COM,11073,76,11,0,CASSAIGNES,Cassaignes,Cassaignes
COM,11074,76,11,4,CASSES,Cassés,Les Cassés
COM,11075,76,11,0,CASTANS,Castans,Castans
COM,11076,76,11,0,CASTELNAUDARY,Castelnaudary,Castelnaudary
COM,11077,76,11,0,CASTELNAU D AUDE,Castelnau-d'Aude,Castelnau-d'Aude
COM,11078,76,11,0,CASTELRENG,Castelreng,Castelreng
COM,11079,76,11,0,CAUDEBRONDE,Caudebronde,Caudebronde
COM,11080,76,11,0,VAL DE LAMBRONNE,Val de Lambronne,Val de Lambronne
COM,11081,76,11,0,CAUNES MINERVOIS,Caunes-Minervois,Caunes-Minervois
COM,11082,76,11,0,CAUNETTE SUR LAUQUET,Caunette-sur-Lauquet,Caunette-sur-Lauquet
COM,11083,76,11,0,CAUNETTES EN VAL,Caunettes-en-Val,Caunettes-en-Val
COM,11084,76,11,0,CAUX ET SAUZENS,Caux-et-Sauzens,Caux-et-Sauzens
COM,11085,76,11,0,CAVANAC,Cavanac,Cavanac
COM,11086,76,11,0,CAVES,Caves,Caves
COM,11087,76,11,0,CAZALRENOUX,Cazalrenoux,Cazalrenoux
COM,11088,76,11,0,CAZILHAC,Cazilhac,Cazilhac
COM,11089,76,11,0,CENNE MONESTIES,Cenne-Monestiés,Cenne-Monestiés
COM,11090,76,11,0,CEPIE,Cépie,Cépie
COM,11091,76,11,0,CHALABRE,Chalabre,Chalabre
COM,11092,76,11,0,CITOU,Citou,Citou
COM,11093,76,11,2,CLAT,Clat,Le Clat
COM,11094,76,11,0,CLERMONT SUR LAUQUET,Clermont-sur-Lauquet,Clermont-sur-Lauquet
COM,11095,76,11,0,COMIGNE,Comigne,Comigne
COM,11096,76,11,0,COMUS,Comus,Comus
COMD,11097,,,0,CONILHAC DE LA MONTAGNE,Conilhac-de-la-Montagne,Conilhac-de-la-Montagne
COM,11098,76,11,0,CONILHAC CORBIERES,Conilhac-Corbières,Conilhac-Corbières
COM,11099,76,11,0,CONQUES SUR ORBIEL,Conques-sur-Orbiel,Conques-sur-Orbiel
COM,11100,76,11,0,CORBIERES,Corbières,Corbières
COM,11101,76,11,0,COUDONS,Coudons,Coudons
COM,11102,76,11,0,COUFFOULENS,Couffoulens,Couffoulens
COM,11103,76,11,0,COUIZA,Couiza,Couiza
COM,11104,76,11,0,COUNOZOULS,Counozouls,Counozouls
COM,11105,76,11,0,COURNANEL,Cournanel,Cournanel
COM,11106,76,11,0,COURSAN,Coursan,Coursan
COM,11107,76,11,0,COURTAULY,Courtauly,Courtauly
COM,11108,76,11,3,COURTETE,Courtète,La Courtète
COM,11109,76,11,0,COUSTAUSSA,Coustaussa,Coustaussa
COM,11110,76,11,0,COUSTOUGE,Coustouge,Coustouge
COM,11111,76,11,0,CRUSCADES,Cruscades,Cruscades
COM,11112,76,11,0,CUBIERES SUR CINOBLE,Cubières-sur-Cinoble,Cubières-sur-Cinoble
COM,11113,76,11,0,CUCUGNAN,Cucugnan,Cucugnan
COM,11114,76,11,0,CUMIES,Cumiès,Cumiès
COM,11115,76,11,0,CUXAC CABARDES,Cuxac-Cabardès,Cuxac-Cabardès
COM,11116,76,11,0,CUXAC D AUDE,Cuxac-d'Aude,Cuxac-d'Aude
COM,11117,76,11,0,DAVEJEAN,Davejean,Davejean
COM,11118,76,11,0,DERNACUEILLETTE,Dernacueillette,Dernacueillette
COM,11119,76,11,3,DIGNE D AMONT,Digne-d'Amont,La Digne-d'Amont
COM,11120,76,11,3,DIGNE D AVAL,Digne-d'Aval,La Digne-d'Aval
COM,11121,76,11,0,DONAZAC,Donazac,Donazac
COM,11122,76,11,0,DOUZENS,Douzens,Douzens
COM,11123,76,11,0,DUILHAC SOUS PEYREPERTUSE,Duilhac-sous-Peyrepertuse,Duilhac-sous-Peyrepertuse
COM,11124,76,11,0,DURBAN CORBIERES,Durban-Corbières,Durban-Corbières
COM,11125,76,11,1,EMBRES ET CASTELMAURE,Embres-et-Castelmaure,Embres-et-Castelmaure
COM,11126,76,11,1,ESCALES,Escales,Escales
COM,11127,76,11,1,ESCOULOUBRE,Escouloubre,Escouloubre
COM,11128,76,11,1,ESCUEILLENS ET SAINT JUST DE BELENGARD,Escueillens-et-Saint-Just-de-Bélengard,Escueillens-et-Saint-Just-de-Bélengard
COM,11129,76,11,1,ESPERAZA,Espéraza,Espéraza
COM,11130,76,11,1,ESPEZEL,Espezel,Espezel
COM,11131,76,11,0,VAL DU FABY,Val-du-Faby,Val-du-Faby
COMD,11131,,,0,FA,Fa,Fa
COM,11132,76,11,0,FABREZAN,Fabrezan,Fabrezan
COM,11133,76,11,0,FAJAC EN VAL,Fajac-en-Val,Fajac-en-Val
COM,11134,76,11,0,FAJAC LA RELENQUE,Fajac-la-Relenque,Fajac-la-Relenque
COM,11135,76,11,3,FAJOLLE,Fajolle,La Fajolle
COM,11136,76,11,0,FANJEAUX,Fanjeaux,Fanjeaux
COM,11137,76,11,0,FELINES TERMENES,Félines-Termenès,Félines-Termenès
COM,11138,76,11,0,FENDEILLE,Fendeille,Fendeille
COM,11139,76,11,0,FENOUILLET DU RAZES,Fenouillet-du-Razès,Fenouillet-du-Razès
COM,11140,76,11,0,FERRALS LES CORBIERES,Ferrals-les-Corbières,Ferrals-les-Corbières
COM,11141,76,11,0,FERRAN,Ferran,Ferran
COM,11142,76,11,0,FESTES ET SAINT ANDRE,Festes-et-Saint-André,Festes-et-Saint-André
COM,11143,76,11,0,FEUILLA,Feuilla,Feuilla
COM,11144,76,11,0,FITOU,Fitou,Fitou
COM,11145,76,11,0,FLEURY,Fleury,Fleury
COM,11146,76,11,0,FLOURE,Floure,Floure
COM,11147,76,11,0,FONTANES DE SAULT,Fontanès-de-Sault,Fontanès-de-Sault
COM,11148,76,11,0,FONTCOUVERTE,Fontcouverte,Fontcouverte
COM,11149,76,11,0,FONTERS DU RAZES,Fonters-du-Razès,Fonters-du-Razès
COM,11150,76,11,0,FONTIERS CABARDES,Fontiers-Cabardès,Fontiers-Cabardès
COM,11151,76,11,0,FONTIES D AUDE,Fontiès-d'Aude,Fontiès-d'Aude
COM,11152,76,11,0,FONTJONCOUSE,Fontjoncouse,Fontjoncouse
COM,11153,76,11,3,FORCE,Force,La Force
COM,11154,76,11,0,FOURNES CABARDES,Fournes-Cabardès,Fournes-Cabardès
COM,11155,76,11,0,FOURTOU,Fourtou,Fourtou
COM,11156,76,11,0,FRAISSE CABARDES,Fraisse-Cabardès,Fraisse-Cabardès
COM,11157,76,11,0,FRAISSE DES CORBIERES,Fraissé-des-Corbières,Fraissé-des-Corbières
COM,11158,76,11,0,GAJA ET VILLEDIEU,Gaja-et-Villedieu,Gaja-et-Villedieu
COM,11159,76,11,0,GAJA LA SELVE,Gaja-la-Selve,Gaja-la-Selve
COM,11160,76,11,0,GALINAGUES,Galinagues,Galinagues
COM,11161,76,11,0,GARDIE,Gardie,Gardie
COM,11162,76,11,0,GENERVILLE,Generville,Generville
COM,11163,76,11,0,GINCLA,Gincla,Gincla
COM,11164,76,11,0,GINESTAS,Ginestas,Ginestas
COM,11165,76,11,0,GINOLES,Ginoles,Ginoles
COM,11166,76,11,0,GOURVIEILLE,Gourvieille,Gourvieille
COM,11167,76,11,0,GRAMAZIE,Gramazie,Gramazie
COM,11168,76,11,0,GRANES,Granès,Granès
COM,11169,76,11,0,GREFFEIL,Greffeil,Greffeil
COM,11170,76,11,0,GRUISSAN,Gruissan,Gruissan
COMD,11171,,,0,GUEYTES ET LABASTIDE,Gueytes-et-Labastide,Gueytes-et-Labastide
COM,11172,76,11,1,HOMPS,Homps,Homps
COM,11173,76,11,1,HOUNOUX,Hounoux,Hounoux
COM,11174,76,11,4,ILHES,Ilhes,Les Ilhes
COM,11175,76,11,1,ISSEL,Issel,Issel
COM,11176,76,11,0,JONQUIERES,Jonquières,Jonquières
COM,11177,76,11,0,JOUCOU,Joucou,Joucou
COM,11178,76,11,0,LABASTIDE D ANJOU,Labastide-d'Anjou,Labastide-d'Anjou
COM,11179,76,11,0,LABASTIDE EN VAL,Labastide-en-Val,Labastide-en-Val
COM,11180,76,11,0,LABASTIDE ESPARBAIRENQUE,Labastide-Esparbairenque,Labastide-Esparbairenque
COM,11181,76,11,0,LABECEDE LAURAGAIS,Labécède-Lauragais,Labécède-Lauragais
COM,11182,76,11,0,LACOMBE,Lacombe,Lacombe
COM,11183,76,11,0,LADERN SUR LAUQUET,Ladern-sur-Lauquet,Ladern-sur-Lauquet
COM,11184,76,11,0,LAFAGE,Lafage,Lafage
COM,11185,76,11,0,LAGRASSE,Lagrasse,Lagrasse
COM,11186,76,11,0,LAIRIERE,Lairière,Lairière
COM,11187,76,11,0,LANET,Lanet,Lanet
COM,11188,76,11,3,PALME,Palme,La Palme
COM,11189,76,11,0,LAPRADE,Laprade,Laprade
COM,11190,76,11,3,REDORTE,Redorte,La Redorte
COM,11191,76,11,0,LAROQUE DE FA,Laroque-de-Fa,Laroque-de-Fa
COM,11192,76,11,0,LASBORDES,Lasbordes,Lasbordes
COM,11193,76,11,0,LASSERRE DE PROUILLE,Lasserre-de-Prouille,Lasserre-de-Prouille
COM,11194,76,11,0,LASTOURS,Lastours,Lastours
COM,11195,76,11,0,LAURABUC,Laurabuc,Laurabuc
COM,11196,76,11,0,LAURAC,Laurac,Laurac
COM,11197,76,11,0,LAURAGUEL,Lauraguel,Lauraguel
COM,11198,76,11,0,LAURE MINERVOIS,Laure-Minervois,Laure-Minervois
COM,11199,76,11,0,LAVALETTE,Lavalette,Lavalette
COM,11200,76,11,0,LESPINASSIERE,Lespinassière,Lespinassière
COM,11201,76,11,0,LEUC,Leuc,Leuc
COM,11202,76,11,0,LEUCATE,Leucate,Leucate
COM,11203,76,11,0,LEZIGNAN CORBIERES,Lézignan-Corbières,Lézignan-Corbières
COM,11204,76,11,0,LIGNAIROLLES,Lignairolles,Lignairolles
COM,11205,76,11,0,LIMOUSIS,Limousis,Limousis
COM,11206,76,11,0,LIMOUX,Limoux,Limoux
COM,11207,76,11,0,LOUPIA,Loupia,Loupia
COM,11208,76,11,3,LOUVIERE LAURAGAIS,Louvière-Lauragais,La Louvière-Lauragais
COM,11209,76,11,0,LUC SUR AUDE,Luc-sur-Aude,Luc-sur-Aude
