TYPECOM,COM,REG,DEP,TNCC,NCC,NCCENR,LIBELLE
COM,53008,52,53,1,ARON,Aron,Aron
COM,53009,52,53,1,ARQUENAY,Arquenay,Arquenay
COM,53010,52,53,1,ASSE LE BERENGER,Assé-le-Bérenger,Assé-le-Bérenger
COM,53011,52,53,1,ASTILLE,Astillé,Astillé
COM,53012,52,53,1,ATHEE,Athée,Athée
COM,53013,52,53,1,AVERTON,Averton,Averton
COMD,53014,,,1,AZE,Azé,Azé
COM,53015,52,53,3,BACONNIERE,Baconnière,La Baconnière
COM,53016,52,53,0,BAIS,Bais,Bais
COM,53017,52,53,0,VAL DU MAINE,Val-du-Maine,Val-du-Maine
COMD,53017,,,0,BALLEE,Ballée,Ballée
COM,53018,52,53,0,BALLOTS,Ballots,Ballots
COM,53019,52,53,0,BANNES,Bannes,Bannes
COM,53021,52,53,3,BAZOGE MONTPINCON,Bazoge-Montpinçon,La Bazoge-Montpinçon
COM,53022,52,53,3,BAZOUGE DE CHEMERE,Bazouge-de-Chemeré,La Bazouge-de-Chemeré
COM,53023,52,53,3,BAZOUGE DES ALLEUX,Bazouge-des-Alleux,La Bazouge-des-Alleux
COM,53025,52,53,0,BAZOUGERS,Bazougers,Bazougers
COM,53026,52,53,0,BEAULIEU SUR OUDON,Beaulieu-sur-Oudon,Beaulieu-sur-Oudon
COM,53027,52,53,0,BEAUMONT PIED DE BOEUF,Beaumont-Pied-de-Bœuf,Beaumont-Pied-de-Bœuf
COM,53028,52,53,0,BELGEARD,Belgeard,Belgeard
COM,53029,52,53,0,BIERNE LES VILLAGES,Bierné-les-Villages,Bierné-les-Villages
COMD,53029,,,0,BIERNE,Bierné,Bierné
COM,53030,52,53,2,BIGNON DU MAINE,Bignon-du-Maine,Le Bignon-du-Maine
COM,53031,52,53,3,BIGOTTIERE,Bigottière,La Bigottière
COMD,53032,,,0,BLANDOUET,Blandouet,Blandouet
COM,53033,52,53,3,BOISSIERE,Boissière,La Boissière
COM,53034,52,53,0,BONCHAMP LES LAVAL,Bonchamp-lès-Laval,Bonchamp-lès-Laval
COM,53035,52,53,0,BOUCHAMPS LES CRAON,Bouchamps-lès-Craon,Bouchamps-lès-Craon
COM,53036,52,53,0,BOUERE,Bouère,Bouère
COM,53037,52,53,0,BOUESSAY,Bouessay,Bouessay
COM,53038,52,53,0,BOULAY LES IFS,Boulay-les-Ifs,Boulay-les-Ifs
COM,53039,52,53,2,BOURGNEUF LA FORET,Bourgneuf-la-Forêt,Le Bourgneuf-la-Forêt
COM,53040,52,53,0,BOURGON,Bourgon,Bourgon
COM,53041,52,53,0,BRAINS SUR LES MARCHES,Brains-sur-les-Marches,Brains-sur-les-Marches
COM,53042,52,53,0,BRECE,Brecé,Brecé
COM,53043,52,53,0,BREE,Brée,Brée
COMA,53044,,,0,BRETIGNOLLES LE MOULIN,Brétignolles-le-Moulin,Brétignolles-le-Moulin
COM,53045,52,53,3,BRULATTE,Brûlatte,La Brûlatte
COM,53046,52,53,2,BURET,Buret,Le Buret
COM,53047,52,53,0,CARELLES,Carelles,Carelles
COM,53048,52,53,0,CHAILLAND,Chailland,Chailland
COM,53049,52,53,0,CHALONS DU MAINE,Châlons-du-Maine,Châlons-du-Maine
COMD,53050,,,0,CHAMMES,Chammes,Chammes
COM,53051,52,53,0,CHAMPEON,Champéon,Champéon
COM,53052,52,53,0,CHAMPFREMONT,Champfrémont,Champfrémont
COM,53053,52,53,0,CHAMPGENETEUX,Champgenéteux,Champgenéteux
COM,53054,52,53,0,CHANGE,Changé,Changé
COM,53055,52,53,0,CHANTRIGNE,Chantrigné,Chantrigné
COM,53056,52,53,3,CHAPELLE ANTHENAISE,Chapelle-Anthenaise,La Chapelle-Anthenaise
COM,53057,52,53,3,CHAPELLE AU RIBOUL,Chapelle-au-Riboul,La Chapelle-au-Riboul
COM,53058,52,53,3,CHAPELLE CRAONNAISE,Chapelle-Craonnaise,La Chapelle-Craonnaise
COM,53059,52,53,3,CHAPELLE RAINSOUIN,Chapelle-Rainsouin,La Chapelle-Rainsouin
COM,53061,52,53,0,CHARCHIGNE,Charchigné,Charchigné
COM,53062,52,53,0,CHATEAU GONTIER SUR MAYENNE,Château-Gontier-sur-Mayenne,Château-Gontier-sur-Mayenne
COMD,53062,,,0,CHATEAU GONTIER,Château-Gontier,Château-Gontier
COM,53063,52,53,0,CHATELAIN,Châtelain,Châtelain
COM,53064,52,53,0,CHATILLON SUR COLMONT,Châtillon-sur-Colmont,Châtillon-sur-Colmont
COMD,53065,,,0,CHATRES LA FORET,Châtres-la-Forêt,Châtres-la-Forêt
COM,53066,52,53,0,CHEMAZE,Chemazé,Chemazé
COM,53067,52,53,0,CHEMERE LE ROI,Chémeré-le-Roi,Chémeré-le-Roi
COM,53068,52,53,0,CHERANCE,Chérancé,Chérancé
COM,53069,52,53,0,CHEVAIGNE DU MAINE,Chevaigné-du-Maine,Chevaigné-du-Maine
COM,53071,52,53,0,COLOMBIERS DU PLESSIS,Colombiers-du-Plessis,Colombiers-du-Plessis
COM,53072,52,53,0,COMMER,Commer,Commer
COM,53073,52,53,0,CONGRIER,Congrier,Congrier
COM,53074,52,53,0,CONTEST,Contest,Contest
COM,53075,52,53,0,COSMES,Cosmes,Cosmes
COM,53076,52,53,0,COSSE EN CHAMPAGNE,Cossé-en-Champagne,Cossé-en-Champagne
COM,53077,52,53,0,COSSE LE VIVIEN,Cossé-le-Vivien,Cossé-le-Vivien
COM,53078,52,53,0,COUDRAY,Coudray,Coudray
COM,53079,52,53,0,COUESMES VAUCE,Couesmes-Vaucé,Couesmes-Vaucé
COM,53080,52,53,0,COUPTRAIN,Couptrain,Couptrain
COM,53082,52,53,0,COURBEVEILLE,Courbeveille,Courbeveille
COM,53083,52,53,0,COURCITE,Courcité,Courcité
COM,53084,52,53,0,CRAON,Craon,Craon
COM,53085,52,53,0,CRENNES SUR FRAUBEE,Crennes-sur-Fraubée,Crennes-sur-Fraubée
COM,53086,52,53,3,CROIXILLE,Croixille,La Croixille
COM,53087,52,53,3,CROPTE,Cropte,La Cropte
COM,53088,52,53,0,CUILLE,Cuillé,Cuillé
COM,53089,52,53,0,DAON,Daon,Daon
COM,53090,52,53,0,DENAZE,Denazé,Denazé
COM,53091,52,53,0,DESERTINES,Désertines,Désertines
COMD,53092,,,0,DEUX EVAILLES,Deux-Évailles,Deux-Évailles
COM,53093,52,53,3,DOREE,Dorée,La Dorée
COM,53094,52,53,1,ENTRAMMES,Entrammes,Entrammes
COMD,53095,,,1,EPINEUX LE SEGUIN,Épineux-le-Seguin,Épineux-le-Seguin
COM,53096,52,53,1,ERNEE,Ernée,Ernée
COM,53097,52,53,1,EVRON,Évron,Évron
COMD,53097,,,1,EVRON,Évron,Évron
COM,53098,52,53,0,FONTAINE COUVERTE,Fontaine-Couverte,Fontaine-Couverte
COM,53099,52,53,0,FORCE,Forcé,Forcé
COM,53100,52,53,0,FOUGEROLLES DU PLESSIS,Fougerolles-du-Plessis,Fougerolles-du-Plessis
COM,53101,52,53,0,FROMENTIERES,Fromentières,Fromentières
COM,53102,52,53,0,GASTINES,Gastines,Gastines
COM,53103,52,53,2,GENEST SAINT ISLE,Genest-Saint-Isle,Le Genest-Saint-Isle
COM,53104,52,53,0,GENNES LONGUEFUYE,Gennes-Longuefuye,Gennes-Longuefuye
COMD,53104,,,0,GENNES SUR GLAIZE,Gennes-sur-Glaize,Gennes-sur-Glaize
COM,53105,52,53,0,GESNES,Gesnes,Gesnes
COM,53106,52,53,0,GESVRES,Gesvres,Gesvres
COM,53107,52,53,0,GORRON,Gorron,Gorron
COM,53108,52,53,3,GRAVELLE,Gravelle,La Gravelle
COM,53109,52,53,0,GRAZAY,Grazay,Grazay
COM,53110,52,53,0,GREZ EN BOUERE,Grez-en-Bouère,Grez-en-Bouère
COM,53111,52,53,3,HAIE TRAVERSAINE,Haie-Traversaine,La Haie-Traversaine
COM,53112,52,53,2,HAM,Ham,Le Ham
COM,53113,52,53,0,HAMBERS,Hambers,Hambers
COM,53114,52,53,0,HARDANGES,Hardanges,Hardanges
COM,53115,52,53,0,HERCE,Hercé,Hercé
COM,53116,52,53,2,HORPS,Horps,Le Horps
COM,53117,52,53,0,HOUSSAY,Houssay,Houssay
COM,53118,52,53,2,HOUSSEAU BRETIGNOLLES,Housseau-Brétignolles,Le Housseau-Brétignolles
COM,53119,52,53,5,HUISSERIE,Huisserie,L'Huisserie
COM,53120,52,53,1,IZE,Izé,Izé
COM,53121,52,53,0,JAVRON LES CHAPELLES,Javron-les-Chapelles,Javron-les-Chapelles
COM,53122,52,53,0,JUBLAINS,Jublains,Jublains
COM,53123,52,53,0,JUVIGNE,Juvigné,Juvigné
COM,53124,52,53,0,PREE D ANJOU,Prée-d'Anjou,Prée-d'Anjou
COMD,53124,,,0,LAIGNE,Laigné,Laigné
COM,53125,52,53,0,LANDIVY,Landivy,Landivy
COM,53126,52,53,0,LARCHAMP,Larchamp,Larchamp
COM,53127,52,53,0,LASSAY LES CHATEAUX,Lassay-les-Châteaux,Lassay-les-Châteaux
COM,53128,52,53,0,LAUBRIERES,Laubrières,Laubrières
COM,53129,52,53,0,LAUNAY VILLIERS,Launay-Villiers,Launay-Villiers
COM,53130,52,53,0,LAVAL,Laval,Laval
COM,53131,52,53,0,LESBOIS,Lesbois,Lesbois
COM,53132,52,53,0,LEVARE,Levaré,Levaré
COM,53133,52,53,0,LIGNIERES ORGERES,Lignières-Orgères,Lignières-Orgères
COM,53134,52,53,0,LIVET,Livet,Livet
COM,53135,52,53,0,LIVRE LA TOUCHE,Livré-la-Touche,Livré-la-Touche
COM,53136,52,53,3,ROCHE NEUVILLE,Roche-Neuville,La Roche-Neuville
COMD,53136,,,0,LOIGNE SUR MAYENNE,Loigné-sur-Mayenne,Loigné-sur-Mayenne
COM,53137,52,53,0,LOIRON RUILLE,Loiron-Ruillé,Loiron-Ruillé
COMD,53137,,,0,LOIRON,Loiron,Loiron
COMD,53138,,,0,LONGUEFUYE,Longuefuye,Longuefuye
COM,53139,52,53,0,LOUPFOUGERES,Loupfougères,Loupfougères
COM,53140,52,53,0,LOUVERNE,Louverné,Louverné
COM,53141,52,53,0,LOUVIGNE,Louvigné,Louvigné
COM,53142,52,53,0,MADRE,Madré,Madré
COM,53143,52,53,0,MAISONCELLES DU MAINE,Maisoncelles-du-Maine,Maisoncelles-du-Maine
COM,53144,52,53,0,MARCILLE LA VILLE,Marcillé-la-Ville,Marcillé-la-Ville
COM,53145,52,53,0,MARIGNE PEUTON,Marigné-Peuton,Marigné-Peuton
COM,53146,52,53,0,MARTIGNE SUR MAYENNE,Martigné-sur-Mayenne,Martigné-sur-Mayenne
COM,53147,52,53,0,MAYENNE,Mayenne,Mayenne
COM,53148,52,53,0,MEE,Mée,Mée
COM,53150,52,53,0,MENIL,Ménil,Ménil
COM,53151,52,53,0,MERAL,Méral,Méral
COM,53152,52,53,0,MESLAY DU MAINE,Meslay-du-Maine,Meslay-du-Maine
COM,53153,52,53,0,MEZANGERS,Mézangers,Mézangers
COM,53154,52,53,0,MONTAUDIN,Montaudin,Montaudin
COM,53155,52,53,0,MONTENAY,Montenay,Montenay
COM,53156,52,53,0,MONTFLOURS,Montflours,Montflours
COM,53157,52,53,0,MONTIGNE LE BRILLANT,Montigné-le-Brillant,Montigné-le-Brillant
COM,53158,52,53,0,MONTJEAN,Montjean,Montjean
COMD,53159,,,0,MONTOURTIER,Montourtier,Montourtier
COM,53160,52,53,0,MONTREUIL POULAY,Montreuil-Poulay,Montreuil-Poulay
COM,53161,52,53,0,MONTSURS,Montsûrs,Montsûrs
COMD,53161,,,0,MONTSURS,Montsûrs,Montsûrs
COM,53162,52,53,0,MOULAY,Moulay,Moulay
COM,53163,52,53,0,NEAU,Neau,Neau
COM,53164,52,53,0,NEUILLY LE VENDIN,Neuilly-le-Vendin,Neuilly-le-Vendin
COM,53165,52,53,0,NIAFLES,Niafles,Niafles
COM,53168,52,53,0,NUILLE SUR VICOIN,Nuillé-sur-Vicoin,Nuillé-sur-Vicoin
COM,53169,52,53,1,OLIVET,Olivet,Olivet
COM,53170,52,53,1,OISSEAU,Oisseau,Oisseau
COM,53172,52,53,1,ORIGNE,Origné,Origné
COM,53173,52,53,3,PALLU,Pallu,La Pallu
COM,53174,52,53,0,PARIGNE SUR BRAYE,Parigné-sur-Braye,Parigné-sur-Braye
COM,53175,52,53,0,PARNE SUR ROC,Parné-sur-Roc,Parné-sur-Roc
COM,53176,52,53,2,PAS,Pas,Le Pas
COM,53177,52,53,3,PELLERINE,Pellerine,La Pellerine
COM,53178,52,53,0,PEUTON,Peuton,Peuton
COM,53179,52,53,0,PLACE,Placé,Placé
COM,53180,52,53,0,POMMERIEUX,Pommerieux,Pommerieux
COM,53181,52,53,0,PONTMAIN,Pontmain,Pontmain
COM,53182,52,53,0,PORT BRILLET,Port-Brillet,Port-Brillet
COM,53184,52,53,0,PREAUX,Préaux,Préaux
COM,53185,52,53,0,PRE EN PAIL SAINT SAMSON,Pré-en-Pail-Saint-Samson,Pré-en-Pail-Saint-Samson
COMD,53185,,,0,PRE EN PAIL,Pré-en-Pail,Pré-en-Pail
COM,53186,52,53,0,QUELAINES SAINT GAULT,Quelaines-Saint-Gault,Quelaines-Saint-Gault
COM,53187,52,53,0,RAVIGNY,Ravigny,Ravigny
COM,53188,52,53,0,RENAZE,Renazé,Renazé
COM,53189,52,53,0,RENNES EN GRENOUILLES,Rennes-en-Grenouilles,Rennes-en-Grenouilles
COM,53190,52,53,2,RIBAY,Ribay,Le Ribay
COM,53191,52,53,3,ROE,Roë,La Roë
COM,53192,52,53,3,ROUAUDIERE,Rouaudière,La Rouaudière
COM,53193,52,53,0,RUILLE FROID FONDS,Ruillé-Froid-Fonds,Ruillé-Froid-Fonds
COMD,53194,,,0,RUILLE LE GRAVELAIS,Ruillé-le-Gravelais,Ruillé-le-Gravelais
COM,53195,52,53,0,SACE,Sacé,Sacé
COM,53196,52,53,0,SAINT AIGNAN DE COUPTRAIN,Saint-Aignan-de-Couptrain,Saint-Aignan-de-Couptrain
COM,53197,52,53,0,SAINT AIGNAN SUR ROE,Saint-Aignan-sur-Roë,Saint-Aignan-sur-Roë
COM,53198,52,53,0,SAINT AUBIN DU DESERT,Saint-Aubin-du-Désert,Saint-Aubin-du-Désert
COM,53199,52,53,0,SAINT AUBIN FOSSE LOUVAIN,Saint-Aubin-Fosse-Louvain,Saint-Aubin-Fosse-Louvain
COM,53200,52,53,0,SAINT BAUDELLE,Saint-Baudelle,Saint-Baudelle
COM,53201,52,53,0,SAINT BERTHEVIN,Saint-Berthevin,Saint-Berthevin
COM,53202,52,53,0,SAINT BERTHEVIN LA TANNIERE,Saint-Berthevin-la-Tannière,Saint-Berthevin-la-Tannière
COM,53203,52,53,0,SAINT BRICE,Saint-Brice,Saint-Brice
COM,53204,52,53,0,SAINT CALAIS DU DESERT,Saint-Calais-du-Désert,Saint-Calais-du-Désert
COMD,53205,,,0,SAINT CENERE,Saint-Céneré,Saint-Céneré
COM,53206,52,53,0,SAINT CHARLES LA FORET,Saint-Charles-la-Forêt,Saint-Charles-la-Forêt
COMD,53207,,,0,SAINT CHRISTOPHE DU LUAT,Saint-Christophe-du-Luat,Saint-Christophe-du-Luat
COM,53208,52,53,0,SAINT CYR EN PAIL,Saint-Cyr-en-Pail,Saint-Cyr-en-Pail
COM,53209,52,53,0,SAINT CYR LE GRAVELAIS,Saint-Cyr-le-Gravelais,Saint-Cyr-le-Gravelais
COM,53210,52,53,0,SAINT DENIS D ANJOU,Saint-Denis-d'Anjou,Saint-Denis-d'Anjou
COM,53211,52,53,0,SAINT DENIS DE GASTINES,Saint-Denis-de-Gastines,Saint-Denis-de-Gastines
COM,53212,52,53,0,SAINT DENIS DU MAINE,Saint-Denis-du-Maine,Saint-Denis-du-Maine
COM,53213,52,53,0,SAINT ELLIER DU MAINE,Saint-Ellier-du-Maine,Saint-Ellier-du-Maine
COM,53214,52,53,0,SAINT ERBLON,Saint-Erblon,Saint-Erblon
COMD,53215,,,0,SAINT FORT,Saint-Fort,Saint-Fort
COM,53216,52,53,0,SAINT FRAIMBAULT DE PRIERES,Saint-Fraimbault-de-Prières,Saint-Fraimbault-de-Prières
COM,53218,52,53,0,SAINTE GEMMES LE ROBERT,Sainte-Gemmes-le-Robert,Sainte-Gemmes-le-Robert
COM,53219,52,53,0,SAINT GEORGES BUTTAVENT,Saint-Georges-Buttavent,Saint-Georges-Buttavent
COM,53220,52,53,0,SAINT GEORGES LE FLECHARD,Saint-Georges-le-Fléchard,Saint-Georges-le-Fléchard
COM,53221,52,53,0,SAINT GEORGES SUR ERVE,Saint-Georges-sur-Erve,Saint-Georges-sur-Erve
COM,53222,52,53,0,SAINT GERMAIN D ANXURE,Saint-Germain-d'Anxure,Saint-Germain-d'Anxure
COM,53223,52,53,0,SAINT GERMAIN DE COULAMER,Saint-Germain-de-Coulamer,Saint-Germain-de-Coulamer
COM,53224,52,53,0,SAINT GERMAIN LE FOUILLOUX,Saint-Germain-le-Fouilloux,Saint-Germain-le-Fouilloux
COM,53225,52,53,0,SAINT GERMAIN LE GUILLAUME,Saint-Germain-le-Guillaume,Saint-Germain-le-Guillaume
COM,53226,52,53,0,SAINT HILAIRE DU MAINE,Saint-Hilaire-du-Maine,Saint-Hilaire-du-Maine
COM,53228,52,53,0,BLANDOUET SAINT JEAN,Blandouet-Saint Jean,Blandouet-Saint Jean
COMD,53228,,,0,SAINT JEAN SUR ERVE,Saint-Jean-sur-Erve,Saint-Jean-sur-Erve
COM,53229,52,53,0,SAINT JEAN SUR MAYENNE,Saint-Jean-sur-Mayenne,Saint-Jean-sur-Mayenne
COM,53230,52,53,0,SAINT JULIEN DU TERROUX,Saint-Julien-du-Terroux,Saint-Julien-du-Terroux
COMD,53231,,,0,SAINT LAURENT DES MORTIERS,Saint-Laurent-des-Mortiers,Saint-Laurent-des-Mortiers
COM,53232,52,53,0,SAINT LEGER,Saint-Léger,Saint-Léger
COM,53233,52,53,0,SAINT LOUP DU DORAT,Saint-Loup-du-Dorat,Saint-Loup-du-Dorat
COM,53234,52,53,0,SAINT LOUP DU GAST,Saint-Loup-du-Gast,Saint-Loup-du-Gast
COM,53235,52,53,0,SAINTE MARIE DU BOIS,Sainte-Marie-du-Bois,Sainte-Marie-du-Bois
COM,53236,52,53,0,SAINT MARS DU DESERT,Saint-Mars-du-Désert,Saint-Mars-du-Désert
COM,53237,52,53,0,SAINT MARS SUR COLMONT,Saint-Mars-sur-Colmont,Saint-Mars-sur-Colmont
COM,53238,52,53,0,SAINT MARS SUR LA FUTAIE,Saint-Mars-sur-la-Futaie,Saint-Mars-sur-la-Futaie
COMD,53239,,,0,SAINT MARTIN DE CONNEE,Saint-Martin-de-Connée,Saint-Martin-de-Connée
COM,53240,52,53,0,SAINT MARTIN DU LIMET,Saint-Martin-du-Limet,Saint-Martin-du-Limet
COMD,53241,,,0,SAINT MICHEL DE FEINS,Saint-Michel-de-Feins,Saint-Michel-de-Feins
COM,53242,52,53,0,SAINT MICHEL DE LA ROE,Saint-Michel-de-la-Roë,Saint-Michel-de-la-Roë
COM,53243,52,53,0,SAINT OUEN DES TOITS,Saint-Ouën-des-Toits,Saint-Ouën-des-Toits
COMD,53244,,,0,SAINT OUEN DES VALLONS,Saint-Ouën-des-Vallons,Saint-Ouën-des-Vallons
COM,53245,52,53,0,SAINT PIERRE DES LANDES,Saint-Pierre-des-Landes,Saint-Pierre-des-Landes
COM,53246,52,53,0,SAINT PIERRE DES NIDS,Saint-Pierre-des-Nids,Saint-Pierre-des-Nids
COM,53247,52,53,0,SAINT PIERRE LA COUR,Saint-Pierre-la-Cour,Saint-Pierre-la-Cour
COM,53248,52,53,0,SAINT PIERRE SUR ERVE,Saint-Pierre-sur-Erve,Saint-Pierre-sur-Erve
COM,53249,52,53,0,VIMARTIN SUR ORTHE,Vimartin-sur-Orthe,Vimartin-sur-Orthe
COMD,53249,,,0,SAINT PIERRE SUR ORTHE,Saint-Pierre-sur-Orthe,Saint-Pierre-sur-Orthe
COM,53250,52,53,0,SAINT POIX,Saint-Poix,Saint-Poix
COM,53251,52,53,0,SAINT QUENTIN LES ANGES,Saint-Quentin-les-Anges,Saint-Quentin-les-Anges
COMD,53252,,,0,SAINT SAMSON,Saint-Samson,Saint-Samson
COM,53253,52,53,0,SAINT SATURNIN DU LIMET,Saint-Saturnin-du-Limet,Saint-Saturnin-du-Limet
COMD,53254,,,0,SAINT SULPICE,Saint-Sulpice,Saint-Sulpice
COM,53255,52,53,0,SAINTE SUZANNE ET CHAMMES,Sainte-Suzanne-et-Chammes,Sainte-Suzanne-et-Chammes
COMD,53255,,,0,SAINTE SUZANNE,Sainte-Suzanne,Sainte-Suzanne
COM,53256,52,53,0,SAINT THOMAS DE COURCERIERS,Saint-Thomas-de-Courceriers,Saint-Thomas-de-Courceriers
COM,53257,52,53,0,SAULGES,Saulges,Saulges
COM,53258,52,53,3,SELLE CRAONNAISE,Selle-Craonnaise,La Selle-Craonnaise
COM,53259,52,53,0,SENONNES,Senonnes,Senonnes
COM,53260,52,53,0,SIMPLE,Simplé,Simplé
COM,53261,52,53,0,SOUCE,Soucé,Soucé
COM,53262,52,53,0,SOULGE SUR OUETTE,Soulgé-sur-Ouette,Soulgé-sur-Ouette
COM,53263,52,53,0,THUBOEUF,Thubœuf,Thubœuf
COM,53264,52,53,0,THORIGNE EN CHARNIE,Thorigné-en-Charnie,Thorigné-en-Charnie
COM,53265,52,53,0,TORCE VIVIERS EN CHARNIE,Torcé-Viviers-en-Charnie,Torcé-Viviers-en-Charnie
COM,53266,52,53,0,TRANS,Trans,Trans
COM,53267,52,53,0,VAIGES,Vaiges,Vaiges
COM,53269,52,53,0,VAUTORTE,Vautorte,Vautorte
COM,53270,52,53,0,VIEUVY,Vieuvy,Vieuvy
COM,53271,52,53,0,VILLAINES LA JUHEL,Villaines-la-Juhel,Villaines-la-Juhel
COM,53272,52,53,0,VILLEPAIL,Villepail,Villepail
COM,53273,52,53,0,VILLIERS CHARLEMAGNE,Villiers-Charlemagne,Villiers-Charlemagne
COMD,53274,,,0,VIMARCE,Vimarcé,Vimarcé
COM,53276,52,53,0,VOUTRE,Voutré,Voutré
COM,54001,44,54,1,ABAUCOURT,Abaucourt,Abaucourt
COM,54002,44,54,1,ABBEVILLE LES CONFLANS,Abbéville-lès-Conflans,Abbéville-lès-Conflans
COM,54003,44,54,1,ABONCOURT,Aboncourt,Aboncourt
COM,54004,44,54,1,AFFLEVILLE,Affléville,Affléville
COM,54005,44,54,1,AFFRACOURT,Affracourt,Affracourt
COM,54006,44,54,1,AGINCOURT,Agincourt,Agincourt
COM,54007,44,54,1,AINGERAY,Aingeray,Aingeray
COM,54008,44,54,1,ALLAIN,Allain,Allain
COM,54009,44,54,1,ALLAMONT,Allamont,Allamont
COM,54010,44,54,1,ALLAMPS,Allamps,Allamps
COM,54011,44,54,1,ALLONDRELLE LA MALMAISON,Allondrelle-la-Malmaison,Allondrelle-la-Malmaison
COM,54012,44,54,1,AMANCE,Amance,Amance
COM,54013,44,54,1,AMENONCOURT,Amenoncourt,Amenoncourt
COM,54014,44,54,1,ANCERVILLER,Ancerviller,Ancerviller
COM,54015,44,54,1,ANDERNY,Anderny,Anderny
COM,54016,44,54,1,ANDILLY,Andilly,Andilly
COM,54017,44,54,1,ANGOMONT,Angomont,Angomont
COM,54018,44,54,1,ANOUX,Anoux,Anoux
COM,54019,44,54,1,ANSAUVILLE,Ansauville,Ansauville
COM,54020,44,54,1,ANTHELUPT,Anthelupt,Anthelupt
COM,54021,44,54,1,ARMAUCOURT,Armaucourt,Armaucourt
COM,54022,44,54,1,ARNAVILLE,Arnaville,Arnaville
COM,54023,44,54,1,ARRACOURT,Arracourt,Arracourt
COM,54024,44,54,1,ARRAYE ET HAN,Arraye-et-Han,Arraye-et-Han
COM,54025,44,54,1,ART SUR MEURTHE,Art-sur-Meurthe,Art-sur-Meurthe
COM,54026,44,54,1,ATHIENVILLE,Athienville,Athienville
COM,54027,44,54,1,ATTON,Atton,Atton
COM,54028,44,54,1,AUBOUE,Auboué,Auboué
COM,54029,44,54,1,AUDUN LE ROMAN,Audun-le-Roman,Audun-le-Roman
COM,54030,44,54,1,AUTREPIERRE,Autrepierre,Autrepierre
COM,54031,44,54,1,AUTREVILLE SUR MOSELLE,Autreville-sur-Moselle,Autreville-sur-Moselle
COM,54032,44,54,1,AUTREY,Autrey,Autrey
COM,54033,44,54,1,AVILLERS,Avillers,Avillers
COM,54034,44,54,1,AVRAINVILLE,Avrainville,Avrainville
COM,54035,44,54,1,AVRICOURT,Avricourt,Avricourt
COM,54036,44,54,1,AVRIL,Avril,Avril
COM,54037,44,54,1,AZELOT,Azelot,Azelot
COM,54038,44,54,1,AZERAILLES,Azerailles,Azerailles
COM,54039,44,54,0,BACCARAT,Baccarat,Baccarat
COM,54040,44,54,0,BADONVILLER,Badonviller,Badonviller
COM,54041,44,54,0,BAGNEUX,Bagneux,Bagneux
COM,54042,44,54,0,BAINVILLE AUX MIROIRS,Bainville-aux-Miroirs,Bainville-aux-Miroirs
COM,54043,44,54,0,BAINVILLE SUR MADON,Bainville-sur-Madon,Bainville-sur-Madon
COM,54044,44,54,0,BARBAS,Barbas,Barbas
COM,54045,44,54,0,BARBONVILLE,Barbonville,Barbonville
COM,54046,44,54,0,BARISEY AU PLAIN,Barisey-au-Plain,Barisey-au-Plain
COM,54047,44,54,0,BARISEY LA COTE,Barisey-la-Côte,Barisey-la-Côte
COM,54048,44,54,4,BAROCHES,Baroches,Les Baroches
COM,54049,44,54,0,BASLIEUX,Baslieux,Baslieux
COM,54050,44,54,0,BATHELEMONT,Bathelémont,Bathelémont
COM,54051,44,54,0,BATILLY,Batilly,Batilly
COM,54052,44,54,0,BATTIGNY,Battigny,Battigny
COM,54053,44,54,0,BAUZEMONT,Bauzemont,Bauzemont
COM,54054,44,54,0,BAYON,Bayon,Bayon
COM,54055,44,54,0,BAYONVILLE SUR MAD,Bayonville-sur-Mad,Bayonville-sur-Mad
COM,54056,44,54,0,BAZAILLES,Bazailles,Bazailles
COM,54057,44,54,0,BEAUMONT,Beaumont,Beaumont
COM,54058,44,54,0,BECHAMPS,Béchamps,Béchamps
COM,54059,44,54,0,BELLEAU,Belleau,Belleau
COM,54060,44,54,0,BELLEVILLE,Belleville,Belleville
COM,54061,44,54,0,BENAMENIL,Bénaménil,Bénaménil
COM,54062,44,54,0,BENNEY,Benney,Benney
COM,54063,44,54,0,BERNECOURT,Bernécourt,Bernécourt
COM,54064,44,54,0,BERTRAMBOIS,Bertrambois,Bertrambois
COM,54065,44,54,0,BERTRICHAMPS,Bertrichamps,Bertrichamps
COM,54066,44,54,0,BETTAINVILLERS,Bettainvillers,Bettainvillers
COM,54067,44,54,0,BEUVEILLE,Beuveille,Beuveille
COM,54068,44,54,0,BEUVEZIN,Beuvezin,Beuvezin
COM,54069,44,54,0,BEUVILLERS,Beuvillers,Beuvillers
COM,54070,44,54,0,BEY SUR SEILLE,Bey-sur-Seille,Bey-sur-Seille
COM,54071,44,54,0,BEZANGE LA GRANDE,Bezange-la-Grande,Bezange-la-Grande
COM,54072,44,54,0,BEZAUMONT,Bezaumont,Bezaumont
COM,54073,44,54,0,BICQUELEY,Bicqueley,Bicqueley
COM,54074,44,54,0,BIENVILLE LA PETITE,Bienville-la-Petite,Bienville-la-Petite
COM,54075,44,54,0,BIONVILLE,Bionville,Bionville
COM,54076,44,54,0,BLAINVILLE SUR L EAU,Blainville-sur-l'Eau,Blainville-sur-l'Eau
COM,54077,44,54,0,BLAMONT,Blâmont,Blâmont
COM,54078,44,54,0,BLEMEREY,Blémerey,Blémerey
