01116,2013,2013,NAIS1319,24
01116,2008,2008,NAIS0813,33
01116,2008,2008,DECE0813,23
01116,1999,1999,DECE9908,34
01117,2013,2013,NAIS1319,10
01117,2008,2008,NAIS0813,11
01117,2008,2008,DECE0813,7
01117,1999,1999,DECE9908,15
01118,2013,2013,NAIS1319,68
01118,2008,2008,NAIS0813,61
01118,2008,2008,DECE0813,125
01118,1999,1999,DECE9908,159
01121,2013,2013,NAIS1319,6
01121,2008,2008,NAIS0813,3
01121,2008,2008,DECE0813,3
01121,1999,1999,DECE9908,5
01123,2013,2013,NAIS1319,62
01123,2008,2008,NAIS0813,61
01123,2008,2008,DECE0813,30
01123,1999,1999,DECE9908,48
01124,2013,2013,NAIS1319,44
01124,2008,2008,NAIS0813,43
01124,2008,2008,DECE0813,40
01124,1999,1999,DECE9908,51
01125,2013,2013,NAIS1319,38
01125,2008,2008,NAIS0813,38
01125,2008,2008,DECE0813,21
01125,1999,1999,DECE9908,36
01127,2013,2013,NAIS1319,30
01127,2008,2008,NAIS0813,29
01127,2008,2008,DECE0813,20
01127,1999,1999,DECE9908,36
01128,2013,2013,NAIS1319,20
01128,2008,2008,NAIS0813,6
01128,2008,2008,DECE0813,10
01128,1999,1999,DECE9908,18
01129,2013,2013,NAIS1319,23
01129,2008,2008,NAIS0813,15
01129,2008,2008,DECE0813,11
01129,1999,1999,DECE9908,11
01130,2013,2013,NAIS1319,174
01130,2008,2008,NAIS0813,145
01130,2008,2008,DECE0813,57
01130,1999,1999,DECE9908,98
01133,2013,2013,NAIS1319,25
01133,2008,2008,NAIS0813,19
01133,2008,2008,DECE0813,14
01133,1999,1999,DECE9908,29
01134,2013,2013,NAIS1319,96
01134,2008,2008,NAIS0813,79
01134,2008,2008,DECE0813,34
01134,1999,1999,DECE9908,98
01135,2013,2013,NAIS1319,94
01135,2008,2008,NAIS0813,69
01135,2008,2008,DECE0813,33
01135,1999,1999,DECE9908,39
01136,2013,2013,NAIS1319,52
01136,2008,2008,NAIS0813,48
01136,2008,2008,DECE0813,23
01136,1999,1999,DECE9908,45
01138,2013,2013,NAIS1319,262
01138,2008,2008,NAIS0813,201
01138,2008,2008,DECE0813,130
01138,1999,1999,DECE9908,177
01139,2013,2013,NAIS1319,32
01139,2008,2008,NAIS0813,28
01139,2008,2008,DECE0813,19
01139,1999,1999,DECE9908,60
01140,2013,2013,NAIS1319,43
01140,2008,2008,NAIS0813,41
01140,2008,2008,DECE0813,38
01140,1999,1999,DECE9908,48
01141,2013,2013,NAIS1319,18
01141,2008,2008,NAIS0813,21
01141,2008,2008,DECE0813,17
