55,P19_POP,0
56,D99_POP,0
56,P08_POP,0
56,P13_POP,0
56,P19_POP,0
57,D99_POP,0
57,P08_POP,0
57,P13_POP,0
57,P19_POP,0
58,D99_POP,0
58,P08_POP,0
58,P13_POP,0
58,P19_POP,0
59,D99_POP,0
59,P08_POP,0
59,P13_POP,0
59,P19_POP,0
60,D99_POP,0
60,P08_POP,0
60,P13_POP,0
60,P19_POP,0
61,D99_POP,0
61,P08_POP,0
61,P13_POP,0
61,P19_POP,0
62,D99_POP,0
62,P08_POP,0
62,P13_POP,0
62,P19_POP,0
63,D99_POP,0
63,P08_POP,0
63,P13_POP,0
63,P19_POP,0
64,D99_POP,0
64,P08_POP,0
64,P13_POP,0
64,P19_POP,0
65,D99_POP,0
65,P08_POP,0
65,P13_POP,0
65,P19_POP,0
66,D99_POP,0
66,P08_POP,0
66,P13_POP,0
66,P19_POP,0
67,D99_POP,0
67,P08_POP,0
67,P13_POP,0
67,P19_POP,0
68,D99_POP,0
68,P08_POP,0
68,P13_POP,0
68,P19_POP,0
69,D99_POP,0
69,P08_POP,0
69,P13_POP,0
69,P19_POP,0
70,D99_POP,0
70,P08_POP,0
70,P13_POP,0
70,P19_POP,0
71,D99_POP,0
71,P08_POP,0
71,P13_POP,0
71,P19_POP,0
72,D99_POP,0
72,P08_POP,0
72,P13_POP,0
72,P19_POP,0
73,D99_POP,0
73,P08_POP,0
73,P13_POP,0
73,P19_POP,0
74,D99_POP,0
74,P08_POP,0
74,P13_POP,0
74,P19_POP,0
75,D99_POP,0
75,P08_POP,0
75,P13_POP,0
75,P19_POP,0
76,D99_POP,0
76,P08_POP,0
76,P13_POP,0
76,P19_POP,0
77,D99_POP,0
77,P08_POP,0
77,P13_POP,0
77,P19_POP,0
78,D99_POP,0
78,P08_POP,0
78,P13_POP,0
78,P19_POP,0
79,D99_POP,0
79,P08_POP,0
79,P13_POP,0
79,P19_POP,0
80,D99_POP,0
80,P08_POP,0
80,P13_POP,0
80,P19_POP,0
81,D99_POP,0
81,P08_POP,0
81,P13_POP,0
81,P19_POP,0
82,D99_POP,0
82,P08_POP,0
82,P13_POP,0
82,P19_POP,0
83,D99_POP,0
83,P08_POP,0
83,P13_POP,0
83,P19_POP,0
84,D99_POP,0
84,P08_POP,0
84,P13_POP,0
84,P19_POP,0
85,D99_POP,0
85,P08_POP,0
85,P13_POP,0
85,P19_POP,0
86,D99_POP,0
86,P08_POP,0
86,P13_POP,0
86,P19_POP,0
87,D99_POP,0
87,P08_POP,0
87,P13_POP,0
87,P19_POP,0
88,D99_POP,0
88,P08_POP,0
88,P13_POP,0
88,P19_POP,0
89,D99_POP,0
89,P08_POP,0
89,P13_POP,0
89,P19_POP,0
90,D99_POP,0
90,P08_POP,0
90,P13_POP,0
90,P19_POP,0
91,D99_POP,0
91,P08_POP,0
91,P13_POP,0
91,P19_POP,0
92,D99_POP,0
92,P08_POP,0
92,P13_POP,0
92,P19_POP,0
93,D99_POP,0
93,P08_POP,0
93,P13_POP,0
93,P19_POP,0
94,D99_POP,0
94,P08_POP,0
94,P13_POP,0
94,P19_POP,0
95,D99_POP,0
95,P08_POP,0
95,P13_POP,0
95,P19_POP,0
971,D99_POP,0
971,P08_POP,0
971,P13_POP,0
971,P19_POP,0
972,D99_POP,0
972,P08_POP,0
972,P13_POP,0
972,P19_POP,0
973,D99_POP,0
973,P08_POP,0
973,P13_POP,0
973,P19_POP,0
974,D99_POP,0
974,P08_POP,0
974,P13_POP,0
974,P19_POP,0
976,D99_POP,0
976,P08_POP,0
976,P13_POP,0
976,P19_POP,0
