01,D99_POP,0
01,P08_POP,0
01,P13_POP,0
01,P19_POP,0
02,D99_POP,0
02,P08_POP,0
02,P13_POP,0
02,P19_POP,0
03,D99_POP,0
03,P08_POP,0
03,P13_POP,0
03,P19_POP,0
04,D99_POP,0
04,P08_POP,0
04,P13_POP,0
04,P19_POP,0
05,D99_POP,0
05,P08_POP,0
05,P13_POP,0
05,P19_POP,0
06,D99_POP,0
06,P08_POP,0
06,P13_POP,0
06,P19_POP,0
07,D99_POP,0
07,P08_POP,0
07,P13_POP,0
07,P19_POP,0
08,D99_POP,0
08,P08_POP,0
08,P13_POP,0
08,P19_POP,0
09,D99_POP,0
09,P08_POP,0
09,P13_POP,0
09,P19_POP,0
10,D99_POP,0
10,P08_POP,0
10,P13_POP,0
10,P19_POP,0
11,D99_POP,0
11,P08_POP,0
11,P13_POP,0
11,P19_POP,0
12,D99_POP,0
12,P08_POP,0
12,P13_POP,0
12,P19_POP,0
13,D99_POP,0
13,P08_POP,0
13,P13_POP,0
13,P19_POP,0
14,D99_POP,0
14,P08_POP,0
14,P13_POP,0
14,P19_POP,0
15,D99_POP,0
15,P08_POP,0
15,P13_POP,0
15,P19_POP,0
16,D99_POP,0
16,P08_POP,0
16,P13_POP,0
16,P19_POP,0
17,D99_POP,0
17,P08_POP,0
17,P13_POP,0
17,P19_POP,0
18,D99_POP,0
18,P08_POP,0
18,P13_POP,0
18,P19_POP,0
19,D99_POP,0
19,P08_POP,0
19,P13_POP,0
19,P19_POP,0
21,D99_POP,0
21,P08_POP,0
21,P13_POP,0
21,P19_POP,0
22,D99_POP,0
22,P08_POP,0
22,P13_POP,0
22,P19_POP,0
23,D99_POP,0
23,P08_POP,0
23,P13_POP,0
23,P19_POP,0
24,D99_POP,0
24,P08_POP,0
24,P13_POP,0
24,P19_POP,0
25,D99_POP,0
25,P08_POP,0
25,P13_POP,0
25,P19_POP,0
26,D99_POP,0
26,P08_POP,0
26,P13_POP,0
26,P19_POP,0
27,D99_POP,0
27,P08_POP,0
27,P13_POP,0
27,P19_POP,0
28,D99_POP,0
28,P08_POP,0
28,P13_POP,0
28,P19_POP,0
29,D99_POP,0
29,P08_POP,0
29,P13_POP,0
29,P19_POP,0
2A,D99_POP,0
2A,P08_POP,0
2A,P13_POP,0
2A,P19_POP,0
2B,D99_POP,0
2B,P08_POP,0
2B,P13_POP,0
2B,P19_POP,0
30,D99_POP,0
30,P08_POP,0
30,P13_POP,0
30,P19_POP,0
31,D99_POP,0
31,P08_POP,0
31,P13_POP,0
31,P19_POP,0
32,D99_POP,0
32,P08_POP,0
32,P13_POP,0
32,P19_POP,0
33,D99_POP,0
33,P08_POP,0
33,P13_POP,0
33,P19_POP,0
34,D99_POP,0
34,P08_POP,0
34,P13_POP,0
34,P19_POP,0
35,D99_POP,0
35,P08_POP,0
35,P13_POP,0
35,P19_POP,0
36,D99_POP,0
36,P08_POP,0
36,P13_POP,0
36,P19_POP,0
37,D99_POP,0
37,P08_POP,0
37,P13_POP,0
37,P19_POP,0
38,D99_POP,0
38,P08_POP,0
38,P13_POP,0
38,P19_POP,0
39,D99_POP,0
39,P08_POP,0
39,P13_POP,0
39,P19_POP,0
40,D99_POP,0
40,P08_POP,0
40,P13_POP,0
40,P19_POP,0
41,D99_POP,0
41,P08_POP,0
41,P13_POP,0
41,P19_POP,0
42,D99_POP,0
42,P08_POP,0
42,P13_POP,0
42,P19_POP,0
43,D99_POP,0
43,P08_POP,0
43,P13_POP,0
43,P19_POP,0
44,D99_POP,0
44,P08_POP,0
44,P13_POP,0
44,P19_POP,0
45,D99_POP,0
45,P08_POP,0
45,P13_POP,0
45,P19_POP,0
46,D99_POP,0
46,P08_POP,0
46,P13_POP,0
46,P19_POP,0
47,D99_POP,0
47,P08_POP,0
47,P13_POP,0
47,P19_POP,0
48,D99_POP,0
48,P08_POP,0
48,P13_POP,0
48,P19_POP,0
49,D99_POP,0
49,P08_POP,0
49,P13_POP,0
49,P19_POP,0
50,D99_POP,0
50,P08_POP,0
50,P13_POP,0
50,P19_POP,0
51,D99_POP,0
51,P08_POP,0
51,P13_POP,0
51,P19_POP,0
52,D99_POP,0
52,P08_POP,0
52,P13_POP,0
52,P19_POP,0
53,D99_POP,0
53,P08_POP,0
53,P13_POP,0
53,P19_POP,0
54,D99_POP,0
54,P08_POP,0
54,P13_POP,0
54,P19_POP,0
55,D99_POP,0
55,P08_POP,0
55,P13_POP,0
